name,popularity
blackduck-coverity-on-polaris,100
clearcase-ucm-api,100
cloudtest,100
ghost-inspector,100
rapid7-insightvm-container-assessment,100
benchmark,99
ca-service-virtualization,99
search-all-results-plugin,98
collabnet,97
neuvector-vulnerability-scanner,97
scripted-cloud-plugin,97
ec2-cloud-axis,96
escaped-markup-plugin,96
oki-docki,96
service-fabric,96
elasticsearch-query,95
keeper-secrets-manager,95
performance-signature-viewer,95
phabricator-k8s,95
spring-config,95
tuleap-git-branch-source,95
url-filter,95
acunetix-360-scan,94
aws-yum-parameter,94
generic-tool,94
hp-quality-center,93
jcaptcha-plugin,93
osf-builder-suite-for-sfcc-deploy,93
remoting-opentelemetry,92
vmanager-plugin,92
bugzilla,91
ibm-security-appscansource-scanner,91
jsm-alert,91
mqtt-notification-plugin,91
testflo-for-jira-test-management-automation,91
appaloosa-plugin,90
cygwin-process-killer,90
performance-signature-dynatracesaas,90
qmetry-for-jira-test-management,90
amazon-inspector-image-scanner,89
ecutest,89
hyper-build-step,89
nsiqcollector,89
aws-batch,88
ios-device-connector,88
keepSlaveOffline,88
sourcemonitor,88
android-apk-size-watcher,86
jna-posix-api,86
mongodb-document-upload,86
chosen-views-tabbar,85
composer-security-checker,85
dbforge-devops-automation-for-sqlserver,85
doktor,85
btc-embeddedplatform,84
defectdojo,84
enhanced-credentials,84
azure-batch-parallel,83
hetzner-cloud,83
piwikanalytics,83
rally-plugin,82
visual-basic-6,82
assertthat-bdd-jira,81
compuware-common-configuration,81
excludeMatrixParent,81
qmetry-test-management,81
jwt-support,80
zos-connector,80
codebeamer-xunit-importer,79
coverage-badges-extension,79
extended-timer-trigger,79
jenkinsci-appspider-plugin,79
stackrox-container-image-scanner,79
crowd,78
google-admin-sdk,78
qualys-vm,78
maintenance-jobs-scheduler,77
memegen,77
alibabacloud-ecs,76
scm-sqs,76
cloudbees-devoptics-enabler,75
design-library,75
environment-variable-page-decoration,75
jobcacher-artifactory-storage,75
logaction-plugin,75
mentor-questa-vrm,75
mktmpio,75
remoting-kafka,74
SSSCM,73
applitools-eyes,73
console-navigation,73
google-git-notes-publisher,73
pom2config,73
bds-plugin,72
report-jtreg,72
sonic-ci-helper,72
ui-test-capture,72
TestFairy,71
drmemory-plugin,71
implied-labels,71
validating-yaml-parameter,71
monitor-remote-job,70
synopsys-security-scan,70
cron-shelve,69
dumpinfo-buildwrapper-plugin,69
googleanalytics,69
performance-signature-dynatrace,69
log-cli,68
myst-plugin,68
aws-java-sdk2-s3,67
provar-automation,67
requests,67
simpleclearcase,67
agent-loadbalance,66
Surround-SCM-plugin,65
better-pipeline-flowgraph-table,65
mabl-integration,65
adobe-cloud-manager,64
computer-queue-plugin,64
salesforce-migration-assistant-plugin,64
coding-webhook,63
pipeline-huaweicloud-plugin,63
inedo-proget,62
matrix-communication,62
scm-httpclient,62
venafi-codesigning,62
codebeamer-xunit-uploader,61
minio-storage,61
assembla-merge-request-builder,60
runscope,60
infisical,59
aws-beanstalk-releaser,58
build-line,58
copado,58
dbCharts,58
diagnostics,58
persistent-build-queue-plugin,58
qualys-pc,58
codedx,57
crowdstrike-security,57
depbuilder,57
utplsql,57
aws-java-sdk2-ecs,56
osf-builder-suite-for-sfcc-data-import,56
worktile,56
cisco-spark,55
clearcase-ucm-baseline,55
codefresh,55
compressed_files_viewer,55
skytap,55
tekton-client,55
TwilioNotifier,54
alauda-kubernetes-support,54
dotcoverrunner,54
leiningen-plugin,54
one-shot-executor,54
wavefront,54
associated-files,53
gitcolony-plugin,53
kubesphere-token-auth,53
logback-nats-appender,53
qiniu,53
rubymotion,53
environment-manager,52
results-cache,52
buckminster,51
emmacoveragecolumn,51
issue-link,51
youtrack-plugin,51
cluster-stats,50
device-watcher,50
shared-library-version-override,50
keep-slave-disconnected,49
neuro-cucumber,49
plain-text-console-link,49
restricted-register,49
zmq-event-publisher,49
gating-core,48
synergy,48
drecycler,47
generic-environment-filters,47
scm-filter-jervis,47
assembla,46
chef-cookbook-pipeline,46
deploygate-plugin,46
recipe,46
ColumnsPlugin,45
appetize,45
catlight,45
chef-tracking,45
redhat-dependency-analytics,45
aws-java-sdk2-secretsmanager,44
redis-fingerprint-storage,44
bazaar,43
benchmark-evaluator,43
deployment-sphere,43
growl,43
instana,43
pipeline-project-env,43
aws-java-sdk2-cloudformation,42
distTest,42
flock,42
nirmata,42
aws-java-sdk2-cloudfront,41
codebeamer-coverage-publisher,41
debian-pbuilder,41
exclusive-label-plugin,41
google-analytics-usage-reporter,41
mariadb-api,41
paginated-builds,41
testsigma,41
async-job,40
aws-java-sdk2-iam,40
concurrent-login-plugin,40
jucies,40
testquality-updater,40
trac-publisher-plugin,40
vmware-vrealize-automation-plugin,40
cloudshell-sandbox,39
rb,39
arachni-scanner,38
bmc-rpd,38
gem-publisher,38
locked-files-report,38
osf-builder-suite-for-sfcc-run-job,38
redis-notifier,38
urbancode-velocity,38
view26,38
aws-java-sdk2-autoscaling,37
aws-java-sdk2-lambda,37
clearcase-release,37
codescene,37
eclipse-update-site,37
google-cloud-health-check,37
kanboard,37
octoperf,37
pipeline-giphy-api,37
rad-builder,37
accelq-ci-connect,36
adaptive-disconnector,36
assembla-auth,36
aws-java-sdk2-ssm,36
concordionpresenter,36
inflectra-spira-integration,36
mdtool,36
nopmdcheck,36
partyparrotstatus,36
rqm-plugin,36
testabilityexplorer,36
tics,36
tuleap-oauth,36
views-containing-job,36
anka-build,35
browser-axis-plugin,35
bumblebee,35
compuware-topaz-utilities,35
database-mariadb,35
ecu-test-execution,35
fast-track,35
ifttt-build-notifier,35
piketec-tpt,35
teamscale-upload,35
unreliable-slave-plugin,35
xlrelease-var-setter,35
defensics,34
hue-light,34
jbpm-workflow-plugin,34
machine-learning,34
mend-cloud-native-security-scanner,34
metrics-aggregation,34
pragprog,34
aws-java-sdk2-codedeploy,33
codebeamer-result-trend-updater,33
huaweicloud-credentials,33
nodepool-agents,33
thread-dump-action-plugin,33
xpath-config-viewer,33
abap-ci,32
casdoor-auth,32
compuware-topaz-for-total-test,32
diawi-upload,32
dimensionsscm,32
extension-filter,32
ipmessenger-plugin,32
openedge,32
shortcut-job,32
signal-killer,32
vmware-vrealize-orchestrator,32
zanata,32
cloudbees-feature-management,31
crittercism-dsym,31
deploydb,31
housekeeper,31
portscanner,31
remote-result-trigger,31
safe-batch-environment-filter,31
unicorn,31
aws-java-sdk2-cloudwatchlogs,30
aws-java-sdk2-elasticbeanstalk,30
aws-java-sdk2-sns,30
continuum,30
gallio,30
ibm-cloud-devops,30
labmanager,30
netdomain-labeler,30
pangolin-testrail-connector,30
pvcs_scm,30
rancher,30
url-auth,30
app-detector,29
aws-java-sdk2-apigateway,29
aws-java-sdk2-codebuild,29
aws-java-sdk2-elasticloadbalancingv2,29
azure-event-grid-notifier,29
delphix,29
eggplant-runner,29
extreme-feedback,29
probely-security,29
aqua-serverless,28
aws-java-sdk2-cloudwatch,28
rhnpush-plugin,28
alauda-devops-credentials-provider,27
aws-java-sdk2-efs,27
azure-cosmosdb,27
hp-operations-orchestration-automation-execution-plugin,27
jenkins-tag-cloud-plugin,27
loadninja,27
open-stf,27
compuware-scm-downloader,26
compuware-xpediter-code-coverage,26
deepsecurity-smartcheck,26
propelo-job-reporter,26
skip-cron-rebuild,26
clif-performance-testing,25
elasticbox,25
link-column,25
misra-compliance-report-generator,25
rallyBuild,25
rrod,25
sasunit-plugin,25
talend,25
pipeline-reporter-by-redpen,24
rapiddeploy-jenkins,24
tag-profiler,24
testdroid-run-in-cloud,24
vault-scm-plugin,24
yandex-cloud-workers,24
aws-java-sdk2-organizations,23
aws-java-sdk2-sqs,23
compuware-ispw-operations,23
flashlog-plugin,23
harvest,23
loadimpact-plugin,23
meliora-testlab,23
postgresql-fingerprint-storage,23
twitter,23
absint-astree,22
aws-java-sdk2-kinesis,22
dagshub-branch-source,22
digicert-software-trust-gpg-sign,22
drupal-developer,22
ibm-application-security,22
portshift-scanner,22
sametime,22
stoplightio-report,22
attention,21
jenkins-testswarm-plugin,21
nuclei,21
people-redirector,21
random-job-builder,21
send-stacktrace-to-eclipse-plugin,21
sra-deploy,21
statuspage-gating,21
daily-quote,20
dotcommonitor-loadview,20
eiffel-broadcaster,20
helix-teamhub,20
nopmdverifytrac,20
ontrack,20
parallels-desktop,20
pipeline-cloudwatch-logs,20
policycenter-gate-validator,20
sematext,20
zdevops,20
cloudify,19
comments-remover,19
hyper-slaves,19
qualys-iac-security,19
slsa,19
thycotic-devops-secrets-vault,19
ease-plugin,18
mock-load-builder,18
oracle-cloud-infrastructure-compute-classic,18
package-drone,18
sealights,18
tibco-builder,18
alauda-pipeline,17
ca-apm,17
gcr-scanner,17
rigor-optimization,17
smilehubnotifier,17
vboxwrapper,17
vmware-vrealize-codestream,17
webload,17
workplace-notifier,17
wsap,17
xcp-ci,17
ci-with-toad-edge,16
cloudevents,16
flexdeploy,16
hugo,16
japex,16
job-strongauth-simple,16
jobcacher-azure-storage,16
oes-template,16
overops-query,16
packagecloud,16
srcclr-installer,16
tanaguru,16
wallarm-fast,16
bitkeeper,15
blink1,15
collabnet-automic-deploy,15
ctrf-json,15
helix-alm-test-management,15
relution-publisher,15
report-diff,15
s3-jobcacher-storage,15
sahagin,15
black-duck-sigma,14
deployhub,14
experitest-cloud,14
imagecomparison,14
loadfocus-loadtest,14
logentries,14
qualityclouds,14
ws-execution-manager,14
zohosprints,14
argus-notifier,13
bigpanda-jenkins,13
codethreat-scanner,13
deploy-integrationserver,13
embotics-vcommander,13
forticwp-cicd,13
hadoop,13
icn-plugin-loader,13
quayio-trigger,13
report-generic-chart-column,13
reqtify,13
tattletale-plugin,13
tinfoil-scan,13
transifex,13
ApicaLoadtest,12
alibabacloud-edas,12
cerberus-testing,12
environment-variables-status-sync,12
karaf-build-step,12
lacework-security-scanner,12
markdown-params,12
metrics-ganglia,12
node-sharing-orchestrator,12
packageversion,12
testkube-cli,12
threadfix,12
updatebot,12
vrealize-automation-8,12
wiz-scanner,12
absint-a3,11
beagle-security,11
cmvc,11
failedJobDeactivator,11
huaweicloud-ecs,11
klaros-testmanagement,11
mdt-deployment,11
metadefender,11
skenai,11
testopia,11
venafi-vcert,11
apifortress,10
artifactz,10
cavisson-ns-nd-integration,10
chaos-butler,10
deveo,10
humbug,10
koji,10
onesky,10
qrebel,10
simpleupdatesite,10
split-admin,10
teststudio,10
trunk-io,10
ws-ctm,10
admin-params,9
alauda-devops-pipeline,9
alibabacloud-pkg-deployment,9
appdome-build-2secure,9
arestocats,9
cdevents,9
cloudhub-deployer,9
collabnet-uc4-deploy,9
copr,9
exam,9
extensivetesting,9
fogbugz,9
google-analyze-code-security,9
icq-notification,9
inedo-buildmaster,9
jenkins-infra-test,9
jprt,9
nutanix-calm,9
opslevel,9
silk-performer-plugin,9
simplifyqa-pipeline-executor,9
sofy-ai,9
stackify-deployment-recorder,9
updraft-publisher,9
boot-clj,8
build-executors-filter-offline,8
catalogic-ecx,8
compuware-strobe-measurement,8
container-image-link,8
datical-db-plugin,8
in-toto,8
jbpm-embedded-plugin,8
loaderio-jenkins-plugin,8
pureload,8
r7insight-log-forwarder,8
smartfrog-plugin,8
teststudioapitesting,8
tuxdroid,8
vdoo-vision,8
zohoqengine,8
GatekeeperPlugin,7
beaker-builder,7
breachlock-dast,7
build-health-cache-updater,7
ca-mat-performance-benchmarking-by-broadcom,7
finite-state-third-party-upload,7
gamekins,7
graphql-server,7
itest,7
railflow-testrail,7
shutdown-queue,7
typetalk,7
viber-notification,7
visualexpert,7
writable-filesystem-monitor,7
SBuild,6
amqp-build-trigger,6
appcircle-testing-distribution,6
autify,6
carbonetes-serverless-container-scanning-and-policy-compliance,6
cloudguard-shiftleft,6
compuware-topaz-for-enterprise-data,6
conflict-aware-ondemand-strategy,6
icescrum,6
jdcloud-codedeploy,6
loadium,6
matomo-analytics,6
nerrvana-plugin,6
non-dynamic-hello-world,6
secone-security,6
stackhammer,6
thycotic-vault,6
vaddy-plugin,6
compuware-zadviser-api,5
deadmanssnitch,5
jabber-server-plugin,5
nis-notification-lamp,5
peass-ci,5
refit,5
rusalad-plugin,5
suite-test-groups-publisher,5
sweagle,5
testweaver,5
themis,5
usemango-runner,5
weibo,5
ascentialtest-cmd-line,4
bmc-cfa,4
caliper-ci,4
carl,4
cloudcoreo-deploytime,4
couchdb-statistics,4
darcs,4
eagle-tester,4
finite-state-binary-scan,4
global-pipeline-parameters,4
ibm-continuous-release,4
jacked,4
jianliao,4
kryptowire,4
loadcomplete,4
lotus-connections-plugin,4
mergebase-sca,4
nouvola-divecloud,4
oslc-cm,4
oversecured,4
rpi-build-status,4
snowglobe,4
soos-sca,4
visualworks-store,4
zscaler-iac-scan,4
apimap,3
appcircle-enterprise-store,3
appknox-scanner,3
application-director-plugin,3
apprenda,3
autonomiq,3
build-requester,3
cachet-gating,3
campfire,3
chaos-monkey,3
dlisting-cov,3
elOyente,3
event-announcer,3
gprbuild,3
ibmi-steps,3
itms-for-jira,3
levo,3
log-flow-visualizer,3
sdelements,3
secone-sca-sast-security-scanner,3
sideex,3
smalltest,3
uleska,3
vertx,3
yandex-metrica,3
alauda-devops-sync,2
appdome-validate-2secure,2
appray,2
aribot,2
asakusa-satellite-plugin,2
curseforge-publisher,2
easyqa,2
elastest,2
habitat,2
icedq,2
immuniweb,2
indusface-was,2
lingr-plugin,2
maplelabs-apm,2
oak9,2
ostorlab,2
paaslane-estimate,2
preflight-integration,2
sensedia-api-platform,2
teststudiomobiletesting,2
user1st-utester,2
wattspeed,2
wetest-automation,2
xpdev,2
aws-kinesis-consumer,1
bevigil-ci,1
byteguard-build-actions,1
cloudaeye,1
convertigo-mobile-platform,1
deepcrawl-test,1
humio,1
jetbrains-space,1
leanix-microservice-intelligence,1
loadmance,1
microdocs-integration,1
openscada-jenkins-exporter,1
oras-java-api,1
quali-torque,1
queueredirector,1
radargun,1
reliza-integration,1
signpath,1
spoonscript,1
telerik-appbuilder-plugin,1
testein,1
testinium,1
testodyssey-execution,1
waptpro,1
warrior,1
wwpass-plugin,1
xygeni-sensor,1
akeyless,0
applatix,0
aws-java-sdk2-netty-nio-client,0
aws-java-sdk2-sso,0
bitwarden-credentials-provider,0
bmc-change-manager-imstm,0
buildkite,0
catppuccin-theme,0
chocolate-theme,0
commons-collections4-api,0
cyberchief-security-scanner,0
dogu-integration,0
emergency-stop-pipelines,0
explain-error,0
export-job-parameters,0
fedora-module-build-system,0
finite-state-analysis,0
frugal-testing,0
git-version-monitor,0
hckrnews,0
hiddenlayer-model-scanner,0
horreum,0
idobata-notifier,0
ironmq-notifier,0
jackson3-api,0
jakarta-xml-bind-api,0
jobcacher-oras-storage,0
json-parameter,0
jspecify-api,0
kobiton-integration,0
kubernetes-ephemeral-container,0
mcp-server,0
mergify,0
misc-info-tools,0
netty-api,0
nord-theme,0
opsbox-utility,0
p4sa,0
pipeline-cps-oras,0
pipeline-lib-oras,0
radargun-reporting,0
resources-ai-chatbot,0
smart-jenkins,0
tacotruck,0
testwheel-trigger,0
unblocked,0
upload-build-to-sofy,0
vk-notifier,0
vulnerability-vines-ai,0
xooa,0
zerobug,0
zscan-upload,0
