Plugin,Repository,URL,Has_JDK25,JDK25_Commit_SHA,JDK25_Commit_Date,JDK25_PR_Number,JDK25_PR_URL,Is_Merged,Jenkinsfile_URL,Has_Jenkinsfile
Ssh Credentials Plugin,jenkinsci/ssh-credentials-plugin,https://github.com/jenkinsci/ssh-credentials-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/ssh-credentials-plugin/master/Jenkinsfile,true
Ssh Plugin,jenkinsci/ssh-plugin,https://github.com/jenkinsci/ssh-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/ssh-plugin/master/Jenkinsfile,true
Ssh Steps Plugin,jenkinsci/ssh-steps-plugin,https://github.com/jenkinsci/ssh-steps-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/ssh-steps-plugin/master/Jenkinsfile,true
Sshd Plugin,jenkinsci/sshd-plugin,https://github.com/jenkinsci/sshd-plugin,true,0325c9c60abd389db111b6e16e60a5c1a503930e,2025-11-15T21:26:09Z,247,https://github.com/jenkinsci/sshd-plugin/pull/247,true,https://raw.githubusercontent.com/jenkinsci/sshd-plugin/main/Jenkinsfile,true
Structs Plugin,jenkinsci/structs-plugin,https://github.com/jenkinsci/structs-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/structs-plugin/master/Jenkinsfile,true
Subversion Plugin,jenkinsci/subversion-plugin,https://github.com/jenkinsci/subversion-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/subversion-plugin/master/Jenkinsfile,true
Theme Manager Plugin,jenkinsci/theme-manager-plugin,https://github.com/jenkinsci/theme-manager-plugin,true,97f05fac4b6a198c1a3ddf3e8887e696a7744fd1,2025-11-15T21:26:22Z,337,https://github.com/jenkinsci/theme-manager-plugin/pull/337,true,https://raw.githubusercontent.com/jenkinsci/theme-manager-plugin/master/Jenkinsfile,true
Thin Backup Plugin,jenkinsci/thin-backup-plugin,https://github.com/jenkinsci/thin-backup-plugin,true,52b7c02e909eb77b93cafabd752632950bef00de,2025-11-15T20:59:34Z,223,https://github.com/jenkinsci/thin-backup-plugin/pull/223,true,https://raw.githubusercontent.com/jenkinsci/thin-backup-plugin/master/Jenkinsfile,true
Throttle Concurrent Builds Plugin,jenkinsci/throttle-concurrent-builds-plugin,https://github.com/jenkinsci/throttle-concurrent-builds-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/throttle-concurrent-builds-plugin/master/Jenkinsfile,true
Timestamper Plugin,jenkinsci/timestamper-plugin,https://github.com/jenkinsci/timestamper-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/timestamper-plugin/master/Jenkinsfile,true
Token Macro Plugin,jenkinsci/token-macro-plugin,https://github.com/jenkinsci/token-macro-plugin,true,7272a62338910d7fbcf6df386becce4b4a9e9a72,2025-11-15T20:59:34Z,304,https://github.com/jenkinsci/token-macro-plugin/pull/304,true,https://raw.githubusercontent.com/jenkinsci/token-macro-plugin/main/Jenkinsfile,true
Trilead Api Plugin,jenkinsci/trilead-api-plugin,https://github.com/jenkinsci/trilead-api-plugin,true,1e58fbf2367a55d50c1074f13f16a203da1b25c6,2025-11-15T20:59:35Z,253,https://github.com/jenkinsci/trilead-api-plugin/pull/253,true,https://raw.githubusercontent.com/jenkinsci/trilead-api-plugin/main/Jenkinsfile,true
Variant Plugin,jenkinsci/variant-plugin,https://github.com/jenkinsci/variant-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/variant-plugin/master/Jenkinsfile,true
Warnings Ng Plugin,jenkinsci/warnings-ng-plugin,https://github.com/jenkinsci/warnings-ng-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/warnings-ng-plugin/main/Jenkinsfile,true
Workflow Aggregator Plugin,jenkinsci/workflow-aggregator-plugin,https://github.com/jenkinsci/workflow-aggregator-plugin,true,a91d228934978c6470ce72a6d7199cb0edceaa8c,2025-11-15T20:59:35Z,114,https://github.com/jenkinsci/workflow-aggregator-plugin/pull/114,true,https://raw.githubusercontent.com/jenkinsci/workflow-aggregator-plugin/master/Jenkinsfile,true
Workflow Api Plugin,jenkinsci/workflow-api-plugin,https://github.com/jenkinsci/workflow-api-plugin,true,1820d5cef94583f210a9deeb0f14f25a3c79f029,2025-11-15T20:59:35Z,445,https://github.com/jenkinsci/workflow-api-plugin/pull/445,true,https://raw.githubusercontent.com/jenkinsci/workflow-api-plugin/master/Jenkinsfile,true
Workflow Basic Steps Plugin,jenkinsci/workflow-basic-steps-plugin,https://github.com/jenkinsci/workflow-basic-steps-plugin,true,0573509123014a71fbc18f64312df3547ae14f76,2025-09-17T04:29:44Z,365,https://github.com/jenkinsci/workflow-basic-steps-plugin/pull/365,true,https://raw.githubusercontent.com/jenkinsci/workflow-basic-steps-plugin/master/Jenkinsfile,true
Workflow Cps Global Lib Plugin,jenkinsci/workflow-cps-global-lib-plugin,https://github.com/jenkinsci/workflow-cps-global-lib-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/workflow-cps-global-lib-plugin/master/Jenkinsfile,true
Workflow Cps Plugin,jenkinsci/workflow-cps-plugin,https://github.com/jenkinsci/workflow-cps-plugin,true,aa999a2ae5edc5ed5e3ca824dd1b3c82fe247680,2025-11-15T21:57:03Z,1108,https://github.com/jenkinsci/workflow-cps-plugin/pull/1108,true,https://raw.githubusercontent.com/jenkinsci/workflow-cps-plugin/master/Jenkinsfile,true
Workflow Durable Task Step Plugin,jenkinsci/workflow-durable-task-step-plugin,https://github.com/jenkinsci/workflow-durable-task-step-plugin,true,e580f5fe84b2e90ad83646377f63f05e634b0e26,2025-11-17T10:51:08Z,482,https://github.com/jenkinsci/workflow-durable-task-step-plugin/pull/482,true,https://raw.githubusercontent.com/jenkinsci/workflow-durable-task-step-plugin/master/Jenkinsfile,true
Workflow Job Plugin,jenkinsci/workflow-job-plugin,https://github.com/jenkinsci/workflow-job-plugin,true,130687fcfd2eb546728dfdb1ac6666f5af174a91,2025-11-15T21:47:03Z,574,https://github.com/jenkinsci/workflow-job-plugin/pull/574,true,https://raw.githubusercontent.com/jenkinsci/workflow-job-plugin/master/Jenkinsfile,true
Workflow Multibranch Plugin,jenkinsci/workflow-multibranch-plugin,https://github.com/jenkinsci/workflow-multibranch-plugin,true,4851708b54c6eba8484e5515a056eabbabcf9c93,2025-09-17T03:57:37Z,390,https://github.com/jenkinsci/workflow-multibranch-plugin/pull/390,true,https://raw.githubusercontent.com/jenkinsci/workflow-multibranch-plugin/master/Jenkinsfile,true
Workflow Scm Step Plugin,jenkinsci/workflow-scm-step-plugin,https://github.com/jenkinsci/workflow-scm-step-plugin,true,0288538159380707976a8a1ec4bff1e4fae195aa,2025-09-17T03:27:52Z,190,https://github.com/jenkinsci/workflow-scm-step-plugin/pull/190,true,https://raw.githubusercontent.com/jenkinsci/workflow-scm-step-plugin/master/Jenkinsfile,true
Workflow Step Api Plugin,jenkinsci/workflow-step-api-plugin,https://github.com/jenkinsci/workflow-step-api-plugin,true,505096c7d60afe06c66258974c52a21339b04097,2025-11-15T20:59:35Z,243,https://github.com/jenkinsci/workflow-step-api-plugin/pull/243,true,https://raw.githubusercontent.com/jenkinsci/workflow-step-api-plugin/master/Jenkinsfile,true
Workflow Support Plugin,jenkinsci/workflow-support-plugin,https://github.com/jenkinsci/workflow-support-plugin,true,234e578c0998aeb6eb4acfd3f88ccd37323382da,2025-09-17T03:03:26Z,344,https://github.com/jenkinsci/workflow-support-plugin/pull/344,true,https://raw.githubusercontent.com/jenkinsci/workflow-support-plugin/master/Jenkinsfile,true
Ws Cleanup Plugin,jenkinsci/ws-cleanup-plugin,https://github.com/jenkinsci/ws-cleanup-plugin,false,,,,,false,https://raw.githubusercontent.com/jenkinsci/ws-cleanup-plugin/master/Jenkinsfile,true
