Plugin,Repository,URL,Has_JDK17,Has_JDK21,Has_JDK25,Jenkinsfile_URL,Has_Jenkinsfile
Copado Plugin,jenkinsci/copado-plugin,https://github.com/jenkinsci/copado-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/copado-plugin/master/Jenkinsfile,false
Copr Plugin,jenkinsci/copr-plugin,https://github.com/jenkinsci/copr-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/copr-plugin/master/Jenkinsfile,false
Copy Data To Workspace Plugin,jenkinsci/copy-data-to-workspace-plugin,https://github.com/jenkinsci/copy-data-to-workspace-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/copy-data-to-workspace-plugin/master/Jenkinsfile,true
Copy Project Link Plugin,jenkinsci/copy-project-link-plugin,https://github.com/jenkinsci/copy-project-link-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/copy-project-link-plugin/master/Jenkinsfile,true
Copyartifact Plugin,jenkinsci/copyartifact-plugin,https://github.com/jenkinsci/copyartifact-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/copyartifact-plugin/master/Jenkinsfile,true
Cors Filter Plugin,jenkinsci/cors-filter-plugin,https://github.com/jenkinsci/cors-filter-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/cors-filter-plugin/master/Jenkinsfile,true
Cortex Metrics Plugin,jenkinsci/cortex-metrics-plugin,https://github.com/jenkinsci/cortex-metrics-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cortex-metrics-plugin/master/Jenkinsfile,true
Couchdb Statistics Plugin,jenkinsci/couchdb-statistics-plugin,https://github.com/jenkinsci/couchdb-statistics-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/couchdb-statistics-plugin/master/Jenkinsfile,true
Countjobs Viewstabbar Plugin,jenkinsci/countjobs-viewstabbar-plugin,https://github.com/jenkinsci/countjobs-viewstabbar-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/countjobs-viewstabbar-plugin/master/Jenkinsfile,true
Covcomplplot Plugin,jenkinsci/covcomplplot-plugin,https://github.com/jenkinsci/covcomplplot-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/covcomplplot-plugin/master/Jenkinsfile,false
Coverage Badges Extension Plugin,jenkinsci/coverage-badges-extension-plugin,https://github.com/jenkinsci/coverage-badges-extension-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/coverage-badges-extension-plugin/main/Jenkinsfile,true
Coverage Plugin,jenkinsci/coverage-plugin,https://github.com/jenkinsci/coverage-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/coverage-plugin/main/Jenkinsfile,true
Coverity Plugin,jenkinsci/coverity-plugin,https://github.com/jenkinsci/coverity-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/coverity-plugin/master/Jenkinsfile,false
Cppcheck Plugin,jenkinsci/cppcheck-plugin,https://github.com/jenkinsci/cppcheck-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cppcheck-plugin/master/Jenkinsfile,true
Cppncss Plugin,jenkinsci/cppncss-plugin,https://github.com/jenkinsci/cppncss-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cppncss-plugin/master/Jenkinsfile,true
Crap4j Plugin,jenkinsci/crap4j-plugin,https://github.com/jenkinsci/crap4j-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/crap4j-plugin/master/Jenkinsfile,false
Create Fingerprint Plugin,jenkinsci/create-fingerprint-plugin,https://github.com/jenkinsci/create-fingerprint-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/create-fingerprint-plugin/master/Jenkinsfile,true
Createjobadvanced Plugin,jenkinsci/createjobadvanced-plugin,https://github.com/jenkinsci/createjobadvanced-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/createjobadvanced-plugin/master/Jenkinsfile,true
Credentials Binding Plugin,jenkinsci/credentials-binding-plugin,https://github.com/jenkinsci/credentials-binding-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/credentials-binding-plugin/master/Jenkinsfile,true
Credentials Plugin,jenkinsci/credentials-plugin,https://github.com/jenkinsci/credentials-plugin,true,true,true,https://raw.githubusercontent.com/jenkinsci/credentials-plugin/master/Jenkinsfile,true
Crittercism Dsym Plugin,jenkinsci/crittercism-dsym-plugin,https://github.com/jenkinsci/crittercism-dsym-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/crittercism-dsym-plugin/master/Jenkinsfile,false
Cron Shelve Plugin,jenkinsci/cron-shelve-plugin,https://github.com/jenkinsci/cron-shelve-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cron-shelve-plugin/master/Jenkinsfile,false
Cron_column Plugin,jenkinsci/cron_column-plugin,https://github.com/jenkinsci/cron_column-plugin,false,true,false,https://raw.githubusercontent.com/jenkinsci/cron_column-plugin/master/Jenkinsfile,true
Crowd Plugin,jenkinsci/crowd-plugin,https://github.com/jenkinsci/crowd-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/crowd-plugin/master/Jenkinsfile,false
Crowdstrike Security Plugin,jenkinsci/crowdstrike-security-plugin,https://github.com/jenkinsci/crowdstrike-security-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/crowdstrike-security-plugin/main/Jenkinsfile,true
Crx Content Package Deployer Plugin,jenkinsci/crx-content-package-deployer-plugin,https://github.com/jenkinsci/crx-content-package-deployer-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/crx-content-package-deployer-plugin/master/Jenkinsfile,true
Csp Plugin,jenkinsci/csp-plugin,https://github.com/jenkinsci/csp-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/csp-plugin/main/Jenkinsfile,true
Ctrf Json Plugin,jenkinsci/ctrf-json-plugin,https://github.com/jenkinsci/ctrf-json-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/ctrf-json-plugin/main/Jenkinsfile,true
Cucumber Living Documentation Plugin,jenkinsci/cucumber-living-documentation-plugin,https://github.com/jenkinsci/cucumber-living-documentation-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cucumber-living-documentation-plugin/master/Jenkinsfile,true
Cucumber Performance Plugin,jenkinsci/cucumber-performance-plugin,https://github.com/jenkinsci/cucumber-performance-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cucumber-performance-plugin/master/Jenkinsfile,false
Cucumber Reports Plugin,jenkinsci/cucumber-reports-plugin,https://github.com/jenkinsci/cucumber-reports-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/cucumber-reports-plugin/master/Jenkinsfile,true
Cucumber Slack Notifier Plugin,jenkinsci/cucumber-slack-notifier-plugin,https://github.com/jenkinsci/cucumber-slack-notifier-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/cucumber-slack-notifier-plugin/master/Jenkinsfile,true
Cucumber Testresult Plugin,jenkinsci/cucumber-testresult-plugin,https://github.com/jenkinsci/cucumber-testresult-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cucumber-testresult-plugin/master/Jenkinsfile,true
Cucumber Trend Report Plugin,jenkinsci/cucumber-trend-report-plugin,https://github.com/jenkinsci/cucumber-trend-report-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cucumber-trend-report-plugin/master/Jenkinsfile,false
Curseforge Publisher Plugin,jenkinsci/curseforge-publisher-plugin,https://github.com/jenkinsci/curseforge-publisher-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/curseforge-publisher-plugin/master/Jenkinsfile,false
Custom Build Properties Plugin,jenkinsci/custom-build-properties-plugin,https://github.com/jenkinsci/custom-build-properties-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/custom-build-properties-plugin/master/Jenkinsfile,true
Custom Checkbox Parameter Plugin,jenkinsci/custom-checkbox-parameter-plugin,https://github.com/jenkinsci/custom-checkbox-parameter-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/custom-checkbox-parameter-plugin/master/Jenkinsfile,true
Custom Folder Icon Plugin,jenkinsci/custom-folder-icon-plugin,https://github.com/jenkinsci/custom-folder-icon-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/custom-folder-icon-plugin/main/Jenkinsfile,true
Custom History Plugin,jenkinsci/custom-history-plugin,https://github.com/jenkinsci/custom-history-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/custom-history-plugin/master/Jenkinsfile,false
Custom Job Icon Plugin,jenkinsci/custom-job-icon-plugin,https://github.com/jenkinsci/custom-job-icon-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/custom-job-icon-plugin/master/Jenkinsfile,false
Custom Markup Formatter Plugin,jenkinsci/custom-markup-formatter-plugin,https://github.com/jenkinsci/custom-markup-formatter-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/custom-markup-formatter-plugin/master/Jenkinsfile,true
Custom Tools Plugin,jenkinsci/custom-tools-plugin,https://github.com/jenkinsci/custom-tools-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/custom-tools-plugin/master/Jenkinsfile,true
Custom View Tabs Plugin,jenkinsci/custom-view-tabs-plugin,https://github.com/jenkinsci/custom-view-tabs-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/custom-view-tabs-plugin/master/Jenkinsfile,true
Customizable Header Plugin,jenkinsci/customizable-header-plugin,https://github.com/jenkinsci/customizable-header-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/customizable-header-plugin/main/Jenkinsfile,true
Customize Build Now Plugin,jenkinsci/customize-build-now-plugin,https://github.com/jenkinsci/customize-build-now-plugin,false,true,false,https://raw.githubusercontent.com/jenkinsci/customize-build-now-plugin/master/Jenkinsfile,true
Customized Build Message Plugin,jenkinsci/customized-build-message-plugin,https://github.com/jenkinsci/customized-build-message-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/customized-build-message-plugin/master/Jenkinsfile,false
Cvs Plugin,jenkinsci/cvs-plugin,https://github.com/jenkinsci/cvs-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/cvs-plugin/master/Jenkinsfile,true
Cyberchief Security Scanner Plugin,jenkinsci/cyberchief-security-scanner-plugin,https://github.com/jenkinsci/cyberchief-security-scanner-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/cyberchief-security-scanner-plugin/main/Jenkinsfile,true
Cygpath Plugin,jenkinsci/cygpath-plugin,https://github.com/jenkinsci/cygpath-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cygpath-plugin/master/Jenkinsfile,true
Cygwin Process Killer Plugin,jenkinsci/cygwin-process-killer-plugin,https://github.com/jenkinsci/cygwin-process-killer-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/cygwin-process-killer-plugin/master/Jenkinsfile,true
Dagshub Branch Source Plugin,jenkinsci/dagshub-branch-source-plugin,https://github.com/jenkinsci/dagshub-branch-source-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dagshub-branch-source-plugin/master/Jenkinsfile,true
Daily Quote Plugin,jenkinsci/daily-quote-plugin,https://github.com/jenkinsci/daily-quote-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/daily-quote-plugin/master/Jenkinsfile,false
Darcs Plugin,jenkinsci/darcs-plugin,https://github.com/jenkinsci/darcs-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/darcs-plugin/master/Jenkinsfile,false
Dark Theme Plugin,jenkinsci/dark-theme-plugin,https://github.com/jenkinsci/dark-theme-plugin,false,false,true,https://raw.githubusercontent.com/jenkinsci/dark-theme-plugin/master/Jenkinsfile,true
Dashboard View Plugin,jenkinsci/dashboard-view-plugin,https://github.com/jenkinsci/dashboard-view-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/dashboard-view-plugin/main/Jenkinsfile,true
Data Tables Api Plugin,jenkinsci/data-tables-api-plugin,https://github.com/jenkinsci/data-tables-api-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/data-tables-api-plugin/main/Jenkinsfile,true
Database H2 Plugin,jenkinsci/database-h2-plugin,https://github.com/jenkinsci/database-h2-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/database-h2-plugin/master/Jenkinsfile,true
Database Mariadb Plugin,jenkinsci/database-mariadb-plugin,https://github.com/jenkinsci/database-mariadb-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/database-mariadb-plugin/main/Jenkinsfile,true
Database Mysql Plugin,jenkinsci/database-mysql-plugin,https://github.com/jenkinsci/database-mysql-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/database-mysql-plugin/main/Jenkinsfile,true
Database Plugin,jenkinsci/database-plugin,https://github.com/jenkinsci/database-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/database-plugin/master/Jenkinsfile,true
Database Postgresql Plugin,jenkinsci/database-postgresql-plugin,https://github.com/jenkinsci/database-postgresql-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/database-postgresql-plugin/master/Jenkinsfile,true
Database Sqlite Plugin,jenkinsci/database-sqlite-plugin,https://github.com/jenkinsci/database-sqlite-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/database-sqlite-plugin/master/Jenkinsfile,true
Database Sqlserver Plugin,jenkinsci/database-sqlserver-plugin,https://github.com/jenkinsci/database-sqlserver-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/database-sqlserver-plugin/main/Jenkinsfile,true
Datadog Plugin,jenkinsci/datadog-plugin,https://github.com/jenkinsci/datadog-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/datadog-plugin/master/Jenkinsfile,true
Datatheorem Mobile App Security Plugin,jenkinsci/datatheorem-mobile-app-security-plugin,https://github.com/jenkinsci/datatheorem-mobile-app-security-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/datatheorem-mobile-app-security-plugin/master/Jenkinsfile,true
Date Parameter Plugin,jenkinsci/date-parameter-plugin,https://github.com/jenkinsci/date-parameter-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/date-parameter-plugin/master/Jenkinsfile,true
Datetime Constraint Plugin,jenkinsci/datetime-constraint-plugin,https://github.com/jenkinsci/datetime-constraint-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/datetime-constraint-plugin/master/Jenkinsfile,true
Datical Db Plugin,jenkinsci/datical-db-plugin,https://github.com/jenkinsci/datical-db-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/datical-db-plugin/master/Jenkinsfile,false
DbCharts Plugin,jenkinsci/dbCharts-plugin,https://github.com/jenkinsci/dbCharts-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dbCharts-plugin/master/Jenkinsfile,false
Dbforge Devops Automation For Sqlserver Plugin,jenkinsci/dbforge-devops-automation-for-sqlserver-plugin,https://github.com/jenkinsci/dbforge-devops-automation-for-sqlserver-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dbforge-devops-automation-for-sqlserver-plugin/master/Jenkinsfile,true
Deadmanssnitch Plugin,jenkinsci/deadmanssnitch-plugin,https://github.com/jenkinsci/deadmanssnitch-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deadmanssnitch-plugin/master/Jenkinsfile,false
Debian Pbuilder Plugin,jenkinsci/debian-pbuilder-plugin,https://github.com/jenkinsci/debian-pbuilder-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/debian-pbuilder-plugin/master/Jenkinsfile,true
Declarative Pipeline Migration Assistant Plugin,jenkinsci/declarative-pipeline-migration-assistant-plugin,https://github.com/jenkinsci/declarative-pipeline-migration-assistant-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/declarative-pipeline-migration-assistant-plugin/master/Jenkinsfile,true
Deepcrawl Test Plugin,jenkinsci/deepcrawl-test-plugin,https://github.com/jenkinsci/deepcrawl-test-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deepcrawl-test-plugin/master/Jenkinsfile,true
Deepsecurity Smartcheck Plugin,jenkinsci/deepsecurity-smartcheck-plugin,https://github.com/jenkinsci/deepsecurity-smartcheck-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deepsecurity-smartcheck-plugin/master/Jenkinsfile,true
Defectdojo Plugin,jenkinsci/defectdojo-plugin,https://github.com/jenkinsci/defectdojo-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/defectdojo-plugin/main/Jenkinsfile,true
Defensics Plugin,jenkinsci/defensics-plugin,https://github.com/jenkinsci/defensics-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/defensics-plugin/master/Jenkinsfile,true
Delete Log Plugin,jenkinsci/delete-log-plugin,https://github.com/jenkinsci/delete-log-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/delete-log-plugin/master/Jenkinsfile,false
Delivery Pipeline Plugin,jenkinsci/delivery-pipeline-plugin,https://github.com/jenkinsci/delivery-pipeline-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/delivery-pipeline-plugin/master/Jenkinsfile,true
Delphix Plugin,jenkinsci/delphix-plugin,https://github.com/jenkinsci/delphix-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/delphix-plugin/master/Jenkinsfile,true
Depbuilder Plugin,jenkinsci/depbuilder-plugin,https://github.com/jenkinsci/depbuilder-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/depbuilder-plugin/master/Jenkinsfile,true
Dependency Analyzer Plugin,jenkinsci/dependency-analyzer-plugin,https://github.com/jenkinsci/dependency-analyzer-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dependency-analyzer-plugin/master/Jenkinsfile,false
Dependency Check Plugin,jenkinsci/dependency-check-plugin,https://github.com/jenkinsci/dependency-check-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/dependency-check-plugin/master/Jenkinsfile,true
Dependency Queue Plugin,jenkinsci/dependency-queue-plugin,https://github.com/jenkinsci/dependency-queue-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dependency-queue-plugin/master/Jenkinsfile,false
Dependency Track Plugin,jenkinsci/dependency-track-plugin,https://github.com/jenkinsci/dependency-track-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dependency-track-plugin/master/Jenkinsfile,true
Depgraph View Plugin,jenkinsci/depgraph-view-plugin,https://github.com/jenkinsci/depgraph-view-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/depgraph-view-plugin/master/Jenkinsfile,true
Deploy Dashboard Plugin,jenkinsci/deploy-dashboard-plugin,https://github.com/jenkinsci/deploy-dashboard-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deploy-dashboard-plugin/master/Jenkinsfile,true
Deploy Integrationserver Plugin,jenkinsci/deploy-integrationserver-plugin,https://github.com/jenkinsci/deploy-integrationserver-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deploy-integrationserver-plugin/master/Jenkinsfile,true
Deploy Plugin,jenkinsci/deploy-plugin,https://github.com/jenkinsci/deploy-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/deploy-plugin/master/Jenkinsfile,true
Deployed On Column Plugin,jenkinsci/deployed-on-column-plugin,https://github.com/jenkinsci/deployed-on-column-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deployed-on-column-plugin/master/Jenkinsfile,true
Deployer Framework Plugin,jenkinsci/deployer-framework-plugin,https://github.com/jenkinsci/deployer-framework-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deployer-framework-plugin/master/Jenkinsfile,true
Deploygate Plugin,jenkinsci/deploygate-plugin,https://github.com/jenkinsci/deploygate-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deploygate-plugin/master/Jenkinsfile,false
Deployhub Plugin,jenkinsci/deployhub-plugin,https://github.com/jenkinsci/deployhub-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deployhub-plugin/master/Jenkinsfile,false
Deployment Notification Plugin,jenkinsci/deployment-notification-plugin,https://github.com/jenkinsci/deployment-notification-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/deployment-notification-plugin/master/Jenkinsfile,true
Deployment Sphere Plugin,jenkinsci/deployment-sphere-plugin,https://github.com/jenkinsci/deployment-sphere-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deployment-sphere-plugin/master/Jenkinsfile,false
Describe With Params Plugin,jenkinsci/describe-with-params-plugin,https://github.com/jenkinsci/describe-with-params-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/describe-with-params-plugin/master/Jenkinsfile,true
Description Column Plugin,jenkinsci/description-column-plugin,https://github.com/jenkinsci/description-column-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/description-column-plugin/master/Jenkinsfile,true
Description Setter Plugin,jenkinsci/description-setter-plugin,https://github.com/jenkinsci/description-setter-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/description-setter-plugin/master/Jenkinsfile,true
Design Library Plugin,jenkinsci/design-library-plugin,https://github.com/jenkinsci/design-library-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/design-library-plugin/master/Jenkinsfile,true
Deveo Plugin,jenkinsci/deveo-plugin,https://github.com/jenkinsci/deveo-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/deveo-plugin/master/Jenkinsfile,false
Device Watcher Plugin,jenkinsci/device-watcher-plugin,https://github.com/jenkinsci/device-watcher-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/device-watcher-plugin/master/Jenkinsfile,true
Devops Portal Plugin,jenkinsci/devops-portal-plugin,https://github.com/jenkinsci/devops-portal-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/devops-portal-plugin/main/Jenkinsfile,true
Diagnostics Plugin,jenkinsci/diagnostics-plugin,https://github.com/jenkinsci/diagnostics-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/diagnostics-plugin/master/Jenkinsfile,true
Diawi Upload Plugin,jenkinsci/diawi-upload-plugin,https://github.com/jenkinsci/diawi-upload-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/diawi-upload-plugin/master/Jenkinsfile,false
Digicert Software Trust Code Sign Plugin,jenkinsci/digicert-software-trust-code-sign-plugin,https://github.com/jenkinsci/digicert-software-trust-code-sign-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/digicert-software-trust-code-sign-plugin/main/Jenkinsfile,true
Digicert Software Trust Gpg Sign Plugin,jenkinsci/digicert-software-trust-gpg-sign-plugin,https://github.com/jenkinsci/digicert-software-trust-gpg-sign-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/digicert-software-trust-gpg-sign-plugin/main/Jenkinsfile,true
Digitalocean Plugin,jenkinsci/digitalocean-plugin,https://github.com/jenkinsci/digitalocean-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/digitalocean-plugin/master/Jenkinsfile,true
Dimensionsscm Plugin,jenkinsci/dimensionsscm-plugin,https://github.com/jenkinsci/dimensionsscm-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/dimensionsscm-plugin/master/Jenkinsfile,true
Dingding Json Pusher Plugin,jenkinsci/dingding-json-pusher-plugin,https://github.com/jenkinsci/dingding-json-pusher-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dingding-json-pusher-plugin/master/Jenkinsfile,false
Dingtalk Plugin,jenkinsci/dingtalk-plugin,https://github.com/jenkinsci/dingtalk-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/dingtalk-plugin/main/Jenkinsfile,true
Disable Failed Job Plugin,jenkinsci/disable-failed-job-plugin,https://github.com/jenkinsci/disable-failed-job-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/disable-failed-job-plugin/master/Jenkinsfile,false
Disable Github Multibranch Status Plugin,jenkinsci/disable-github-multibranch-status-plugin,https://github.com/jenkinsci/disable-github-multibranch-status-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/disable-github-multibranch-status-plugin/master/Jenkinsfile,false
Disable Job Button Plugin,jenkinsci/disable-job-button-plugin,https://github.com/jenkinsci/disable-job-button-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/disable-job-button-plugin/main/Jenkinsfile,true
Discard Old Build Plugin,jenkinsci/discard-old-build-plugin,https://github.com/jenkinsci/discard-old-build-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/discard-old-build-plugin/master/Jenkinsfile,true
Discord Notifier Plugin,jenkinsci/discord-notifier-plugin,https://github.com/jenkinsci/discord-notifier-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/discord-notifier-plugin/master/Jenkinsfile,true
Disk Usage Plugin,jenkinsci/disk-usage-plugin,https://github.com/jenkinsci/disk-usage-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/disk-usage-plugin/master/Jenkinsfile,true
Diskcheck Plugin,jenkinsci/diskcheck-plugin,https://github.com/jenkinsci/diskcheck-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/diskcheck-plugin/master/Jenkinsfile,false
Display Console Output Plugin,jenkinsci/display-console-output-plugin,https://github.com/jenkinsci/display-console-output-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/display-console-output-plugin/master/Jenkinsfile,false
Display Upstream Changes Plugin,jenkinsci/display-upstream-changes-plugin,https://github.com/jenkinsci/display-upstream-changes-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/display-upstream-changes-plugin/master/Jenkinsfile,false
Display Url Api Plugin,jenkinsci/display-url-api-plugin,https://github.com/jenkinsci/display-url-api-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/display-url-api-plugin/master/Jenkinsfile,true
DistTest Plugin,jenkinsci/distTest-plugin,https://github.com/jenkinsci/distTest-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/distTest-plugin/master/Jenkinsfile,false
Distfork Plugin,jenkinsci/distfork-plugin,https://github.com/jenkinsci/distfork-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/distfork-plugin/master/Jenkinsfile,true
Diversion Scm Plugin,jenkinsci/diversion-scm-plugin,https://github.com/jenkinsci/diversion-scm-plugin,true,false,false,https://raw.githubusercontent.com/jenkinsci/diversion-scm-plugin/main/Jenkinsfile,true
Dlisting Cov Plugin,jenkinsci/dlisting-cov-plugin,https://github.com/jenkinsci/dlisting-cov-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/dlisting-cov-plugin/master/Jenkinsfile,true
Docker Build Publish Plugin,jenkinsci/docker-build-publish-plugin,https://github.com/jenkinsci/docker-build-publish-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/docker-build-publish-plugin/master/Jenkinsfile,true
Docker Build Step Plugin,jenkinsci/docker-build-step-plugin,https://github.com/jenkinsci/docker-build-step-plugin,true,true,false,https://raw.githubusercontent.com/jenkinsci/docker-build-step-plugin/master/Jenkinsfile,true
Docker Commons Plugin,jenkinsci/docker-commons-plugin,https://github.com/jenkinsci/docker-commons-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/docker-commons-plugin/master/Jenkinsfile,true
Docker Compose Plugin,jenkinsci/docker-compose-plugin,https://github.com/jenkinsci/docker-compose-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/docker-compose-plugin/master/Jenkinsfile,true
Docker Custom Build Environment Plugin,jenkinsci/docker-custom-build-environment-plugin,https://github.com/jenkinsci/docker-custom-build-environment-plugin,false,false,false,https://raw.githubusercontent.com/jenkinsci/docker-custom-build-environment-plugin/master/Jenkinsfile,true
Docker Java Api Plugin,jenkinsci/docker-java-api-plugin,https://github.com/jenkinsci/docker-java-api-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/docker-java-api-plugin/master/Jenkinsfile,true
Docker Plugin,jenkinsci/docker-plugin,https://github.com/jenkinsci/docker-plugin,false,true,true,https://raw.githubusercontent.com/jenkinsci/docker-plugin/master/Jenkinsfile,true
