Plugin,URL
Adaptive Disconnector Plugin,https://github.com/jenkinsci/adaptive-disconnector-plugin
All Changes Plugin,https://github.com/jenkinsci/all-changes-plugin
Analysis Collector Plugin,https://github.com/jenkinsci/analysis-collector-plugin
Analysis Core Plugin,https://github.com/jenkinsci/analysis-core-plugin
Analysis Test Plugin,https://github.com/jenkinsci/analysis-test-plugin
Android Lint Plugin,https://github.com/jenkinsci/android-lint-plugin
Artifact Diff Plugin,https://github.com/jenkinsci/artifact-diff-plugin
Aws Codedeploy Plugin,https://github.com/jenkinsci/aws-codedeploy-plugin
Aws Device Farm Plugin,https://github.com/jenkinsci/aws-device-farm-plugin
Backlog Plugin,https://github.com/jenkinsci/backlog-plugin
Beaker Builder Plugin,https://github.com/jenkinsci/beaker-builder-plugin
Bitbucket Build Status Notifier Plugin,https://github.com/jenkinsci/bitbucket-build-status-notifier-plugin
Bitbucket Pullrequest Builder Plugin,https://github.com/jenkinsci/bitbucket-pullrequest-builder-plugin
Build Publisher Plugin,https://github.com/jenkinsci/build-publisher-plugin
Build View Column Plugin,https://github.com/jenkinsci/build-view-column-plugin
Buildgraph View Plugin,https://github.com/jenkinsci/buildgraph-view-plugin
Ca Apm Plugin,https://github.com/jenkinsci/ca-apm-plugin
Changes Since Last Success Plugin,https://github.com/jenkinsci/changes-since-last-success-plugin
Chatter Notifier Plugin,https://github.com/jenkinsci/chatter-notifier-plugin
Chatwork Plugin,https://github.com/jenkinsci/chatwork-plugin
Checkstyle Plugin,https://github.com/jenkinsci/checkstyle-plugin
Chef Identity Plugin,https://github.com/jenkinsci/chef-identity-plugin
Clearcase Ucm Plugin,https://github.com/jenkinsci/clearcase-ucm-plugin
Cli Commander Plugin,https://github.com/jenkinsci/cli-commander-plugin
Cmakebuilder Plugin,https://github.com/jenkinsci/cmakebuilder-plugin
Codedx Plugin,https://github.com/jenkinsci/codedx-plugin
Compress Buildlog Plugin,https://github.com/jenkinsci/compress-buildlog-plugin
Computer Queue Plugin,https://github.com/jenkinsci/computer-queue-plugin
Copy To Slave Plugin,https://github.com/jenkinsci/copy-to-slave-plugin
Couchdb Statistics Plugin,https://github.com/jenkinsci/couchdb-statistics-plugin
Countjobs Viewstabbar Plugin,https://github.com/jenkinsci/countjobs-viewstabbar-plugin
Cppncss Plugin,https://github.com/jenkinsci/cppncss-plugin
Crx Content Package Deployer Plugin,https://github.com/jenkinsci/crx-content-package-deployer-plugin
Cucumber Testresult Plugin,https://github.com/jenkinsci/cucumber-testresult-plugin
Custom Tools Plugin,https://github.com/jenkinsci/custom-tools-plugin
Custom View Tabs Plugin,https://github.com/jenkinsci/custom-view-tabs-plugin
Cygpath Plugin,https://github.com/jenkinsci/cygpath-plugin
Cygwin Process Killer Plugin,https://github.com/jenkinsci/cygwin-process-killer-plugin
Description Column Plugin,https://github.com/jenkinsci/description-column-plugin
Docker Build Publish Plugin,https://github.com/jenkinsci/docker-build-publish-plugin
Docker Custom Build Environment Plugin,https://github.com/jenkinsci/docker-custom-build-environment-plugin
